Date,Open,High,Low,Close,Volume,Market Cap,Currency
11/3/2020,27.88,27.88,25.9,26.86,"457,901,613","3,878,334,077",$
11/2/2020,28.46,29.28,27.83,27.88,"390,864,652","4,026,622,517",$
11/1/2020,28.43,28.67,28.1,28.46,"338,657,898","4,110,036,786",$
10/31/2020,28.51,28.89,28.17,28.43,"360,596,998","4,105,653,935",$
10/30/2020,29.84,30.19,27.59,28.51,"531,974,962","4,116,801,767",$
10/29/2020,30.36,30.42,29.51,29.84,"426,303,252","4,309,449,684",$
10/28/2020,31.64,31.93,29.87,30.36,"477,279,858","4,384,689,479",$
10/27/2020,31.15,32.35,31,31.64,"715,978,374","4,568,839,011",$
10/26/2020,30.11,31.31,29.99,31.15,"624,224,136","4,498,922,939",$
10/25/2020,30.59,30.97,29.96,30.11,"391,997,739","4,347,726,477",$
10/24/2020,30.63,30.84,30.46,30.59,"407,454,460","4,417,226,481",$
10/23/2020,30.66,31.16,30.1,30.63,"514,504,830","4,423,744,907",$
10/22/2020,29.77,31.3,29.76,30.66,"530,907,796","4,427,243,882",$
10/21/2020,28.81,30.38,28.71,29.77,"510,855,830","4,299,323,300",$
10/20/2020,29.93,30.08,28.54,28.8,"493,774,162","4,159,406,132",$
10/19/2020,30.66,30.66,29.86,29.93,"385,913,101","4,321,376,045",$
10/18/2020,30.24,31,30.22,30.66,"440,840,685","4,427,436,309",$
10/17/2020,30.04,30.56,29.72,30.25,"377,026,508","4,368,043,546",$
10/16/2020,31.31,31.92,29.67,29.99,"546,849,696","4,331,460,193",$
10/15/2020,30.89,31.57,30.5,31.3,"504,135,680","4,519,328,173",$
10/14/2020,30.74,31.3,30.46,30.91,"460,297,911","4,463,912,580",$
10/13/2020,30.67,31.77,30.27,30.71,"600,050,050","4,434,255,414",$
10/12/2020,28.55,31.08,28.49,30.71,"718,406,691","4,435,401,470",$
10/11/2020,28.38,28.74,27.96,28.56,"408,482,939","4,123,613,065",$
10/10/2020,28.44,29.22,28.16,28.31,"426,434,526","4,088,508,780",$
10/9/2020,27.74,28.54,27.53,28.45,"465,984,452","4,107,649,100",$
10/8/2020,27.71,27.81,26.6,27.71,"431,553,686","4,000,828,629",$
10/7/2020,27.7,27.87,26.94,27.7,"394,557,518","4,000,760,079",$
10/6/2020,28.67,28.97,27.3,27.71,"505,088,690","4,002,159,704",$
10/5/2020,29.01,29.3,28.17,28.66,"425,642,119","4,138,562,603",$
10/4/2020,28.21,29.14,28.07,28.94,"514,574,736","4,179,682,323",$
10/3/2020,27.35,28.29,27.14,28.2,"495,908,650","4,072,598,561",$
10/2/2020,27.45,28.18,25.89,27.29,"638,940,976","3,940,231,194",$
10/1/2020,29.32,29.38,26.36,27.43,"630,087,805","3,961,356,701",$
9/30/2020,28.88,29.56,28.04,29.29,"566,560,144","4,229,794,764",$
9/29/2020,26.99,29,26.98,28.84,"612,454,595","4,165,115,470",$
9/28/2020,26.24,27.73,25.92,26.98,"530,311,672","3,896,032,265",$
9/27/2020,26.21,26.89,25.74,26.2,"435,755,666","3,783,338,709",$
9/26/2020,24.68,26.45,24.54,26.22,"490,827,676","3,786,510,684",$
9/25/2020,24.59,25.07,23.88,24.66,"442,583,904","3,561,555,011",$
9/24/2020,22.85,24.68,22.7,24.61,"475,917,196","3,554,397,706",$
9/23/2020,24.05,24.25,22.7,22.86,"446,713,264","3,300,697,550",$
9/22/2020,23.19,24.52,22.85,24.1,"340,023,558","3,480,304,977",$
9/21/2020,26.43,26.7,22.55,23.27,"462,503,299","3,360,034,461",$
9/20/2020,27.25,27.33,25.26,26.39,"343,197,520","3,811,197,212",$
9/19/2020,27.62,27.88,26.76,27.25,"331,216,806","3,935,239,344",$
9/18/2020,26.99,28.78,26.71,27.4,"482,149,967","3,956,664,775",$
9/17/2020,27.93,28.84,26.14,26.99,"512,578,971","3,897,985,086",$
9/16/2020,27.2,28.52,26.08,27.96,"664,539,530","4,038,270,839",$
9/15/2020,31.16,31.27,26.86,27.2,"861,821,910","3,928,203,643",$
9/14/2020,31.1,33.49,29.17,31.18,"1,009,392,260","4,502,400,574",$
9/13/2020,28.53,32.33,28.22,31.06,"1,144,638,251","4,485,069,875",$
9/12/2020,25.45,28.53,25.45,28.53,"688,007,352","4,119,897,328",$
9/11/2020,24.56,25.73,23.08,25.45,"420,689,466","3,675,351,150",$
9/10/2020,24.54,25.61,24.21,24.56,"456,365,135","3,546,608,927",$
9/9/2020,23.22,24.56,22.54,24.53,"456,284,484","3,542,334,928",$
9/8/2020,22.43,23.42,21.36,23.19,"555,422,363","3,348,824,083",$
9/7/2020,23.19,23.51,20.27,22.39,"555,588,378","3,233,740,277",$
9/6/2020,19.48,23.41,18.68,23.19,"740,680,573","3,348,883,884",$
9/5/2020,21.04,21.55,18.18,19.48,"399,969,033","2,812,861,769",$
9/4/2020,20.6,21.83,19.98,21.06,"489,923,568","3,040,639,911",$
9/3/2020,24.7,25.51,20.52,20.62,"574,956,638","2,977,646,779",$
9/2/2020,24.81,25.79,23.61,24.69,"577,817,197","3,565,450,183",$
9/1/2020,23.19,25.41,22.99,24.82,"450,200,844","3,584,473,534",$
8/31/2020,23.65,23.91,23.05,23.19,"215,511,200","3,349,228,654",$
8/30/2020,23.01,23.84,22.96,23.64,"228,141,192","3,414,480,811",$
8/29/2020,23.13,23.51,22.83,23.01,"213,897,145","3,322,978,734",$
8/28/2020,23.08,23.53,22.71,23.13,"260,086,579","3,340,674,193",$
8/27/2020,22.26,23.14,21.92,23.08,"296,206,828","3,333,012,206",$
8/26/2020,21.47,22.48,21.34,22.28,"255,812,854","3,216,988,911",$
8/25/2020,22.61,22.63,21.15,21.48,"234,877,041","3,101,183,769",$
8/24/2020,21.87,22.9,21.77,22.61,"192,633,739","3,264,433,403",$
8/23/2020,22.22,22.22,21.61,21.87,"181,970,641","3,158,293,019",$
8/22/2020,22.12,22.24,21.46,22.24,"208,053,381","3,211,575,905",$
8/21/2020,23.1,23.35,21.86,22.13,"245,533,836","3,195,571,930",$
8/20/2020,22.37,23.27,22.13,23.09,"240,389,084","3,334,719,466",$
8/19/2020,23.06,23.25,22.01,22.31,"224,754,805","3,221,767,589",$
8/18/2020,23.49,23.68,22.58,23.07,"259,152,684","3,331,052,285",$
8/17/2020,23.5,23.86,23.09,23.51,"264,606,385","3,395,013,043",$
8/16/2020,23.05,23.77,22.83,23.5,"271,264,839","3,393,135,634",$
8/15/2020,23.09,23.88,22.9,23.02,"269,746,412","3,324,491,959",$
8/14/2020,22.08,23.36,21.7,23.07,"357,386,067","3,331,429,313",$
8/13/2020,21.77,22.15,20.75,22.08,"299,981,376","3,187,853,579",$
8/12/2020,21.31,22.19,20.62,21.75,"256,078,366","3,141,052,138",$
8/11/2020,22.63,22.76,20.84,21.26,"310,846,749","3,069,642,355",$
8/10/2020,22.48,22.84,22.28,22.61,"239,664,308","3,265,580,526",$
8/9/2020,22.89,22.94,22.16,22.48,"216,694,610","3,245,614,914",$
8/8/2020,22.31,22.94,21.94,22.88,"236,392,685","3,303,750,487",$
8/7/2020,22.72,23,21.63,22.31,"326,409,994","3,221,933,538",$
8/6/2020,23.32,23.33,22.57,22.71,"246,554,661","3,279,135,270",$
8/5/2020,22.29,23.56,22.14,23.34,"344,072,749","3,369,902,765",$
8/4/2020,22.05,22.4,21.62,22.28,"241,931,958","3,217,751,647",$
8/3/2020,20.94,22.38,20.77,22.06,"265,708,949","3,184,888,210",$
8/2/2020,21.55,22.02,19.97,20.94,"299,350,525","3,024,579,087",$
8/1/2020,20.67,21.62,20.6,21.53,"264,604,008","3,109,135,453",$
7/31/2020,19.99,20.84,19.93,20.67,"229,781,080","2,984,615,923",$
7/30/2020,19.9,20.07,19.57,20.01,"200,436,410","2,889,970,345",$
7/29/2020,20.19,20.37,19.86,19.9,"204,440,432","2,873,053,585",$
7/28/2020,19.7,20.61,19.5,20.17,"284,409,544","2,913,192,575",$
7/27/2020,19.52,20.14,18.55,19.62,"325,386,899","2,833,304,045",$
7/26/2020,19.75,20.23,19.36,19.52,"248,581,857","2,818,964,003",$
7/25/2020,19.16,19.98,19.14,19.78,"257,057,785","2,855,845,136",$
7/24/2020,18.68,19.52,18.27,19.15,"248,008,823","2,765,804,467",$
7/23/2020,18.09,18.69,18.07,18.67,"220,207,323","2,696,546,476",$
7/22/2020,17.71,18.09,17.51,18.09,"191,909,868","2,612,590,172",$
7/21/2020,17.47,17.95,17.41,17.72,"187,854,335","2,755,396,351",$
7/20/2020,17.96,18.27,17.33,17.48,"203,143,854","2,719,514,136",$
7/19/2020,17.13,18.05,16.91,17.96,"213,342,724","2,792,782,900",$
7/18/2020,17.09,17.27,16.86,17.13,"149,402,466","2,663,832,333",$
7/17/2020,17.14,17.48,17.02,17.08,"153,498,441","2,657,340,752",$
7/16/2020,17.59,17.7,16.73,17.14,"191,191,483","2,666,496,807",$
7/15/2020,18.07,18.13,17.45,17.59,"169,152,686","2,736,079,874",$
7/14/2020,18.39,18.71,17.93,18.08,"203,397,123","2,812,556,212",$
7/13/2020,18.24,18.89,17.77,18.41,"261,690,866","2,863,363,146",$
7/12/2020,17.63,18.58,17.61,18.24,"224,015,851","2,836,452,254",$
7/11/2020,17.28,17.66,17.08,17.62,"186,743,534","2,740,895,828",$
7/10/2020,16.88,17.29,16.41,17.26,"174,222,029","2,684,758,451",$
7/9/2020,17.24,17.44,16.57,16.88,"179,705,380","2,626,216,970",$
7/8/2020,16.77,17.41,16.66,17.23,"212,383,912","2,679,533,358",$
7/7/2020,16.28,16.86,16.02,16.77,"196,296,818","2,608,385,875",$
7/6/2020,15.48,16.33,15.45,16.3,"172,232,440","2,534,746,174",$
7/5/2020,15.55,15.63,15.25,15.48,"138,494,209","2,407,743,527",$
7/4/2020,15.29,15.6,15.26,15.55,"146,316,736","2,419,059,513",$
7/3/2020,15.53,15.59,15.27,15.29,"138,591,561","2,378,461,574",$
7/2/2020,15.82,15.96,15.25,15.54,"151,839,908","2,416,805,639",$
7/1/2020,15.41,15.88,15.35,15.83,"159,837,869","2,462,062,195",$
6/30/2020,15.49,15.59,15.32,15.41,"151,582,461","2,397,377,912",$
6/29/2020,15.41,15.6,15.23,15.51,"167,963,469","2,411,632,830",$
6/28/2020,15.19,15.51,15.02,15.42,"159,817,886","2,398,389,948",$
6/27/2020,15.75,15.9,15.08,15.19,"152,435,707","2,361,864,421",$
6/26/2020,15.92,16.01,15.64,15.75,"136,599,245","2,449,582,459",$
6/25/2020,16.02,16.05,15.63,15.92,"143,049,947","2,476,565,795",$
6/24/2020,16.43,16.66,16.01,16.03,"168,239,834","2,492,749,448",$
6/23/2020,16.47,16.5,16.26,16.42,"165,960,947","2,554,312,286",$
6/22/2020,16,16.48,16,16.48,"181,943,736","2,562,512,331",$
6/21/2020,16.04,16.25,15.98,16,"151,504,787","2,488,778,109",$
6/20/2020,15.91,16.14,15.81,16.05,"158,722,069","2,495,984,577",$
6/19/2020,16.21,16.29,15.9,15.91,"160,670,035","2,474,135,854",$
6/18/2020,16.4,16.53,15.98,16.21,"176,409,002","2,521,030,877",$
6/17/2020,16.42,16.61,16.11,16.4,"190,623,459","2,551,197,615",$
6/16/2020,16.39,16.62,16.24,16.42,"197,512,179","2,554,217,172",$
6/15/2020,16.66,16.68,15.63,16.38,"205,913,863","2,548,438,215",$
6/14/2020,16.83,16.87,16.55,16.66,"197,988,813","2,590,657,273",$
6/13/2020,16.68,16.84,16.54,16.82,"217,773,557","2,616,708,430",$
6/12/2020,16.29,16.78,16.16,16.67,"220,884,223","2,592,663,212",$
6/11/2020,17.41,17.52,16.21,16.31,"214,293,278","2,536,636,730",$
6/10/2020,17.44,17.5,17.26,17.41,"218,805,704","2,707,966,985",$
6/9/2020,17.4,17.48,17.25,17.44,"203,076,335","2,711,841,300",$
6/8/2020,17.45,17.56,17.29,17.39,"201,873,195","2,705,254,792",$
6/7/2020,17.54,17.65,16.96,17.45,"229,571,456","2,713,654,465",$
6/6/2020,17.69,17.91,17.53,17.54,"247,410,758","2,727,481,713",$
6/5/2020,17.57,17.9,17.49,17.69,"264,892,611","2,751,255,650",$
6/4/2020,17.55,17.65,17.14,17.57,"251,564,500","2,732,138,446",$
6/3/2020,17.23,17.62,17.1,17.55,"278,598,569","2,728,954,685",$
6/2/2020,17.92,18.16,16.9,17.24,"285,916,007","2,681,344,663",$
6/1/2020,17.07,18,17.01,17.91,"343,444,957","2,786,431,039",$
5/31/2020,17.74,18.11,16.92,17.04,"306,613,468","2,650,418,986",$
5/30/2020,17.04,17.76,16.96,17.74,"330,991,078","2,759,752,874",$
5/29/2020,17.08,17.23,16.72,17.04,"302,410,995","2,650,598,907",$
5/28/2020,16.5,17.12,16.47,17.06,"307,231,707","2,653,353,544",$
5/27/2020,16.21,16.56,16.18,16.49,"289,787,288","2,565,311,105",$
5/26/2020,16.41,16.49,16.05,16.21,"264,787,793","2,521,646,463",$
5/25/2020,16.07,16.42,15.96,16.4,"295,250,983","2,550,943,106",$
5/24/2020,16.58,16.79,16.08,16.08,"250,849,075","2,501,565,035",$
5/23/2020,16.63,16.83,16.36,16.59,"281,071,630","2,580,073,085",$
5/22/2020,16.13,16.85,15.98,16.64,"308,017,283","2,588,067,684",$
5/21/2020,16.89,17.04,15.79,16.12,"283,593,221","2,507,622,080",$
5/20/2020,17.14,17.32,16.66,16.89,"305,581,860","2,626,708,056",$
5/19/2020,16.64,17.15,16.37,17.15,"351,679,092","2,668,180,081",$
5/18/2020,16.32,16.84,16.28,16.64,"337,613,743","2,587,549,865",$
5/17/2020,16.03,16.48,16.03,16.31,"329,675,187","2,537,526,373",$
5/16/2020,15.75,16.23,15.65,16.05,"339,913,391","2,496,641,247",$
5/15/2020,16.35,16.45,15.65,15.75,"340,889,408","2,450,383,625",$
5/14/2020,16.14,16.54,15.92,16.36,"388,231,861","2,544,238,407",$
5/13/2020,15.74,16.25,15.72,16.14,"359,517,914","2,510,187,961",$
5/12/2020,15.12,16.16,14.99,15.74,"394,508,013","2,448,311,765",$
5/11/2020,15.34,15.49,14.28,15.1,"404,659,513","2,348,222,492",$
5/10/2020,16.94,16.94,14.72,15.3,"436,166,815","2,379,038,126",$
5/9/2020,17.22,17.48,16.89,16.94,"365,221,789","2,634,163,527",$
5/8/2020,17.02,17.44,16.91,17.24,"382,131,707","2,681,682,517",$
5/7/2020,16.66,17.29,16.35,17.01,"414,976,837","2,646,177,022",$
5/6/2020,16.91,17.16,16.66,16.66,"364,717,662","2,590,782,069",$
5/5/2020,17.09,17.32,16.73,16.92,"358,987,881","2,631,646,244",$
5/4/2020,17.14,17.36,16.46,17.1,"390,548,947","2,659,795,202",$
5/3/2020,17.58,17.8,17.03,17.13,"381,109,061","2,663,768,293",$
5/2/2020,17.55,17.63,17.41,17.58,"393,955,300","2,735,098,062",$
5/1/2020,17.05,17.89,17.03,17.56,"453,439,052","2,732,001,168",$
4/30/2020,17.45,18.13,16.78,17.03,"498,015,944","2,649,408,578",$
4/29/2020,16.45,17.55,16.37,17.49,"463,165,164","2,720,924,144",$
4/28/2020,16.45,16.57,16.28,16.44,"361,059,754","2,557,690,119",$
4/27/2020,16.43,16.66,16.21,16.46,"389,838,383","2,560,634,167",$
4/26/2020,16.3,16.48,16.2,16.38,"400,076,436","2,548,277,411",$
4/25/2020,16.01,16.42,15.96,16.31,"362,345,240","2,536,091,111",$
4/24/2020,15.99,16.32,15.89,16.02,"375,266,800","2,491,141,137",$
4/23/2020,15.7,16.15,15.53,16.01,"446,947,832","2,489,553,066",$
4/22/2020,15.2,15.85,15.02,15.69,"395,820,106","2,440,862,572",$
4/21/2020,15.06,15.49,14.88,15.21,"390,367,736","2,365,055,829",$
4/20/2020,16.14,16.46,15.01,15.09,"398,870,343","2,346,334,037",$
4/19/2020,16.61,16.71,16.1,16.14,"402,957,217","2,510,351,930",$
4/18/2020,15.75,16.72,15.73,16.59,"479,760,692","2,580,847,660",$
4/17/2020,15.7,15.94,15.35,15.74,"396,448,352","2,447,383,046",$
4/16/2020,14.58,15.7,14.24,15.7,"478,820,058","2,442,350,989",$
4/15/2020,15.54,15.84,14.54,14.59,"425,648,054","2,269,891,487",$
4/14/2020,15.01,15.92,14.84,15.53,"515,331,620","2,414,719,312",$
4/13/2020,14.4,15.05,13.72,15.03,"459,561,236","2,338,405,291",$
4/12/2020,13.81,14.75,13.73,14.38,"414,752,932","2,235,857,452",$
4/11/2020,13.74,14.07,13.61,13.8,"364,313,702","2,147,073,560",$
4/10/2020,15.06,15.11,13.59,13.74,"394,331,907","2,136,720,360",$
4/9/2020,15.07,15.18,14.76,15.06,"444,821,353","2,342,787,878",$
4/8/2020,14.69,15.26,14.56,15.06,"434,986,928","2,341,772,649",$
4/7/2020,15.07,15.45,14.37,14.68,"452,816,635","2,283,519,607",$
4/6/2020,13.73,15.12,13.69,15.08,"491,814,166","2,346,196,872",$
4/5/2020,13.82,13.97,13.47,13.73,"398,954,313","2,136,159,300",$
4/4/2020,13.37,14.01,13.22,13.82,"416,644,565","2,150,221,628",$
4/3/2020,13.05,13.57,13,13.37,"406,426,751","2,079,993,665",$
4/2/2020,12.73,13.55,12.61,13.07,"398,592,822","2,032,342,068",$
4/1/2020,12.58,12.74,12.06,12.74,"332,222,983","1,981,787,101",$
3/31/2020,12.28,12.74,12.23,12.58,"372,566,080","1,956,901,646",$
3/30/2020,11.42,12.38,11.34,12.29,"305,631,180","1,911,055,190",$
3/29/2020,12.19,12.28,11.39,11.44,"218,854,042","1,779,529,888",$
3/28/2020,12.53,12.53,11.82,12.19,"256,061,862","1,896,476,688",$
3/27/2020,13.22,13.28,12.51,12.52,"263,730,266","1,947,826,173",$
3/26/2020,12.33,13.22,12.26,13.22,"299,218,749","2,055,823,709",$
3/25/2020,12.4,12.63,12.12,12.32,"288,895,593","1,916,881,081",$
3/24/2020,12.12,12.57,11.85,12.4,"333,522,129","1,928,844,946",$
3/23/2020,11.16,12.13,10.93,12.12,"359,015,601","1,884,749,571",$
3/22/2020,12.08,12.39,11.14,11.16,"308,670,064","1,735,514,181",$
3/21/2020,11.9,12.31,11.35,12.06,"386,174,572","1,875,460,321",$
3/20/2020,12.28,13.62,10.74,11.88,"433,929,425","1,847,133,244",$
3/19/2020,10.12,12.6,10.12,12.28,"407,534,104","1,909,934,856",$
3/18/2020,10.04,10.24,9.76,10.12,"264,539,835","1,573,897,290",$
3/17/2020,9.37,10.45,9.37,10.08,"288,591,005","1,567,370,634",$
3/16/2020,10.43,10.43,8.68,9.39,"314,940,366","1,459,875,427",$
3/15/2020,10.13,11.17,10.02,10.44,"336,142,093","1,623,183,882",$
3/14/2020,10.84,11.29,9.97,10.14,"301,943,026","1,577,212,181",$
3/13/2020,9.52,11.35,6.96,10.83,"681,143,272","1,684,938,085",$
3/12/2020,16.53,16.56,9.52,9.6,"444,641,540","1,493,178,250",$
3/11/2020,16.88,17.1,15.57,16.52,"288,383,091","2,570,218,252",$
3/10/2020,16.58,17.44,16.44,16.88,"360,300,206","2,624,783,869",$
3/9/2020,16.98,17.46,15.72,16.57,"417,649,798","2,577,359,027",$
3/8/2020,20.21,20.29,16.96,16.97,"365,362,955","2,640,090,329",$
3/7/2020,21.28,21.43,19.85,20.18,"337,204,407","3,138,663,736",$
3/6/2020,20.83,21.7,20.78,21.29,"449,180,749","3,311,126,110",$
3/5/2020,19.96,21.47,19.96,20.8,"424,802,925","3,235,479,596",$
3/4/2020,19.66,20.23,19.59,19.96,"363,898,093","3,104,386,463",$
3/3/2020,19.79,20.36,19.34,19.64,"355,662,760","3,054,303,981",$
3/2/2020,19.04,20.05,18.78,19.81,"428,747,453","3,081,814,362",$
3/1/2020,19.57,20.05,18.5,18.96,"380,913,102","2,949,478,830",$
2/29/2020,18.95,20.18,18.88,19.58,"584,219,366","3,046,045,200",$
2/28/2020,19.07,19.72,18.1,18.85,"461,435,237","2,932,619,604",$
2/27/2020,18.79,19.62,17.82,19.12,"406,092,296","2,974,261,568",$
2/26/2020,20.36,20.52,18.14,18.8,"443,909,390","2,923,955,254",$
2/25/2020,22.14,22.14,20.2,20.34,"356,163,893","3,164,000,936",$
2/24/2020,22.82,23.25,21.61,22.04,"357,640,680","3,428,670,929",$
2/23/2020,21.98,22.97,21.98,22.83,"439,036,993","3,550,727,461",$
2/22/2020,22.19,22.32,21.67,21.97,"328,794,302","3,416,905,532",$
2/21/2020,22.19,22.76,21.87,22.18,"396,181,352","3,450,562,889",$
2/20/2020,22.35,22.67,21.32,22.23,"358,656,850","3,457,448,465",$
2/19/2020,24.07,24.33,22.22,22.33,"298,250,332","3,473,680,872",$
2/18/2020,23.52,24.3,22.9,24.06,"392,689,678","3,741,929,997",$
2/17/2020,23.42,23.55,21.69,23.55,"418,783,808","3,663,104,094",$
2/16/2020,24.23,25.21,22.12,23.47,"471,225,913","3,649,884,929",$
2/15/2020,26.3,26.44,23.71,24.15,"454,859,713","3,756,157,245",$
2/14/2020,25.43,26.47,25.15,26.3,"471,534,694","4,090,142,477",$
2/13/2020,26.46,27.12,24.76,25.44,"463,998,187","3,956,869,413",$
2/12/2020,25.66,26.88,25.42,26.47,"492,328,618","4,116,553,352",$
2/11/2020,25.26,25.7,24.2,25.64,"567,226,060","3,987,557,482",$
2/10/2020,24.34,25.81,23.55,25.22,"730,144,278","3,922,374,050",$
2/9/2020,21.76,24.31,21.75,24.31,"523,664,695","3,780,873,790",$
2/8/2020,22.06,22.17,20.98,21.78,"376,067,881","3,387,965,858",$
2/7/2020,20.58,22.48,20.47,22.06,"485,529,457","3,431,490,967",$
2/6/2020,19.23,20.79,19.08,20.6,"394,704,716","3,203,319,484",$
2/5/2020,18.2,19.41,18.17,19.22,"301,486,499","2,988,645,526",$
2/4/2020,18.47,18.6,17.9,18.18,"213,533,737","2,827,247,893",$
2/3/2020,18.45,18.79,18.23,18.46,"227,749,150","2,871,636,149",$
2/2/2020,18.2,18.77,17.9,18.45,"256,209,045","2,869,369,978",$
2/1/2020,18.2,18.57,18.07,18.22,"238,461,925","2,833,617,693",$
1/31/2020,18.59,18.84,17.85,18.21,"245,035,922","2,832,476,037",$
1/30/2020,17.92,18.7,17.73,18.59,"264,686,498","2,891,490,938",$
1/29/2020,18.07,18.43,17.88,17.91,"221,674,739","2,786,094,248",$
1/28/2020,17.68,18.12,17.5,18.12,"257,579,475","2,817,568,636",$
1/27/2020,17.44,17.9,17.28,17.69,"227,584,506","2,751,653,009",$
1/26/2020,16.97,17.49,16.87,17.44,"248,646,036","2,712,347,641",$
1/25/2020,17.05,17.11,16.6,16.98,"208,315,919","2,640,407,667",$
1/24/2020,17.03,17.4,16.49,17.05,"213,341,615","2,651,498,156",$
1/23/2020,17.81,17.82,16.79,17.02,"221,009,513","2,647,453,375",$
1/22/2020,18.12,18.35,17.6,17.8,"237,634,401","2,768,298,455",$
1/21/2020,17.33,18.15,17.17,18.13,"295,922,233","2,819,517,646",$
1/20/2020,17.39,17.55,16.86,17.33,"245,125,919","2,694,716,492",$
1/19/2020,17.83,18.44,16.84,17.37,"266,285,621","2,701,556,607",$
1/18/2020,18.13,18.31,17.56,17.82,"257,317,647","2,772,273,817",$
1/17/2020,17.11,18.36,17.09,18.14,"347,229,168","2,820,689,255",$
1/16/2020,17.65,17.66,16.44,17.08,"260,423,404","2,656,091,975",$
1/15/2020,16.6,18.1,16.39,17.65,"380,806,616","2,745,971,388",$
1/14/2020,15.22,16.79,15.19,16.63,"299,316,969","2,585,972,299",$
1/13/2020,15.32,15.36,14.99,15.23,"211,785,744","2,368,399,884",$
1/12/2020,14.95,15.47,14.87,15.32,"231,150,158","2,383,146,449",$
1/11/2020,15.02,15.25,14.78,14.95,"201,663,503","2,324,702,656",$
1/10/2020,14.48,15.03,14.18,15.03,"200,173,072","2,337,067,557",$
1/9/2020,14.59,14.61,14.31,14.5,"169,699,829","2,255,020,118",$
1/8/2020,15.02,15.24,14.34,14.6,"183,632,222","2,271,292,397",$
1/7/2020,14.97,15.14,14.57,15.01,"191,948,560","2,334,489,402",$
1/6/2020,14.11,15,14.11,14.96,"224,800,409","2,326,488,219",$
1/5/2020,13.89,14.41,13.89,14.11,"202,552,703","2,194,781,443",$
1/4/2020,13.67,13.92,13.56,13.89,"182,230,374","2,160,640,037",$
1/3/2020,13.04,13.76,13.01,13.66,"173,683,857","2,124,701,780",$
1/2/2020,13.7,13.72,12.99,13.03,"156,376,427","2,026,178,426",$
1/1/2020,13.73,13.87,13.65,13.69,"172,980,718","2,129,155,037",$
12/31/2019,13.95,14.1,13.65,13.73,"166,278,254","2,135,152,371",$
12/30/2019,14.16,14.47,13.92,13.95,"187,275,635","2,169,339,286",$
12/29/2019,13.7,14.23,13.65,14.15,"225,354,585","2,200,851,434",$
12/28/2019,13.35,13.79,13.33,13.71,"197,525,901","2,131,695,468",$
12/27/2019,13.21,13.44,13.12,13.36,"164,413,385","2,078,393,489",$
12/26/2019,13.18,13.52,13.16,13.21,"157,660,620","2,054,427,896",$
12/25/2019,13.46,13.48,13.07,13.17,"152,718,120","2,049,171,218",$
12/24/2019,13.38,13.77,13.33,13.44,"177,372,409","2,091,124,420",$
12/23/2019,13.81,14,13.31,13.37,"159,105,887","2,079,375,570",$
12/22/2019,13.39,13.85,13.37,13.84,"204,111,890","2,151,987,387",$
12/21/2019,13.57,13.58,13.33,13.38,"192,827,533","2,081,183,680",$
12/20/2019,13.46,13.59,13.23,13.57,"203,861,105","2,110,754,367",$
12/19/2019,13.57,13.78,12.97,13.45,"174,965,245","2,091,312,286",$
12/18/2019,12.38,13.61,12.29,13.54,"234,697,405","2,105,229,821",$
12/17/2019,13.56,13.58,12.18,12.39,"186,995,962","1,926,624,068",$
12/16/2019,14.49,14.53,13.46,13.56,"178,952,097","2,108,889,027",$
12/15/2019,14.51,14.57,14.19,14.49,"167,670,329","2,253,796,378",$
12/14/2019,14.88,15.01,14.37,14.51,"173,092,733","2,256,062,410",$
12/13/2019,14.82,15,14.74,14.88,"177,476,227","2,314,190,903",$
12/12/2019,14.82,14.9,14.56,14.82,"165,964,330","2,304,769,038",$
12/11/2019,14.95,15.12,14.71,14.82,"170,909,631","2,305,761,910",$
12/10/2019,15.44,15.47,14.78,14.96,"192,615,787","2,326,653,545",$
12/9/2019,15.67,15.85,15.35,15.45,"209,955,476","2,402,814,942",$
12/8/2019,15.66,15.85,15.51,15.67,"223,721,643","2,437,963,813",$
12/7/2019,15.7,15.85,15.63,15.67,"242,693,199","2,436,807,070",$
12/6/2019,15.77,15.86,15.45,15.71,"236,694,082","2,443,683,754",$
12/5/2019,15.26,16.08,14.95,15.76,"255,410,908","2,451,700,222",$
12/4/2019,15.35,15.69,15.01,15.28,"237,605,471","2,376,597,490",$
12/3/2019,15.19,15.55,15.05,15.31,"219,927,266","2,381,198,047",$
12/2/2019,15.51,15.71,15.15,15.19,"200,809,249","2,362,891,697",$
12/1/2019,15.74,15.74,15.05,15.5,"203,268,417","2,410,249,227",$
11/30/2019,16.26,16.37,15.54,15.72,"213,428,131","2,444,407,390",$
11/29/2019,15.68,16.34,15.65,16.27,"250,074,235","2,531,096,195",$
11/28/2019,16.1,16.23,15.65,15.68,"194,516,396","2,439,314,462",$
11/27/2019,15.49,16.2,14.94,16.1,"255,021,618","2,503,874,750",$
11/26/2019,15.27,15.86,15.23,15.53,"205,893,351","2,415,058,208",$
11/25/2019,15.29,15.74,14.2,15.27,"242,510,343","2,374,635,550",$
11/24/2019,16.4,16.49,15.28,15.28,"232,363,837","2,376,408,889",$
11/23/2019,15.58,16.47,15.15,16.42,"255,961,052","2,553,835,169",$
11/22/2019,16.84,17.27,14.69,15.58,"341,456,274","2,423,526,845",$
11/21/2019,18.16,18.19,16.62,16.84,"228,429,806","2,619,271,948",$
